gene	locus_tag	start	end	strand	product
panZ	b3459	3597983	3598367	1	PanD maturation factor
livJ	b3460	3598554	3599658	-1	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
rpoH	b3461	3599928	3600783	-1	RNA polymerase sigma factor RpoH
ftsX	b3462	3601027	3602086	-1	cell division protein FtsX
ftsE	b3463	3602078	3602747	-1	cell division protein FtsE
ftsY	b3464	3602749	3604243	-1	signal recognition particle receptor
rsmD	b3465	3604392	3604989	1	16S rRNA m(2)G966 methyltransferase
yhhL	b3466	3604978	3605248	1	DUF1145 domain-containing protein YhhL
yhhM	b3467	3605250	3605610	-1	DUF2500 domain-containing protein YhhM
yhhN	b3468	3605750	3606377	1	PF07947 family protein YhhN
zntA	b3469	3606450	3608649	1	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
tusA	b3470	3608750	3608996	-1	sulfur transfer protein TusA
yhhQ	b3471	3609216	3609882	1	queuosine precursor transporter
dcrB	b3472	3609954	3610512	1	periplasmic bacteriophage sensitivity protein DcrB
yhhS	b3473	3610515	3611733	-1	putative transporter YhhS
yhhT	b3474	3611864	3612914	1	putative transporter YhhT
acpT	b3475	3612968	3613556	1	holo-[acyl carrier protein] synthase 2
nikA	b3476	3613666	3615241	1	Ni(2(+)) ABC transporter periplasmic binding protein
nikB	b3477	3615240	3616185	1	Ni(2(+)) ABC transporter membrane subunit NikB
nikC	b3478	3616181	3617015	1	Ni(2(+)) ABC transporter membrane subunit NikC
nikD	b3479	3617014	3617779	1	Ni(2(+)) ABC transporter ATP binding subunit NikD
nikE	b3480	3617775	3618582	1	Ni(2(+)) ABC transporter ATP binding subunit NikE
nikR	b3481	3618587	3618989	1	DNA-binding transcriptional repressor NikR
rhsB	b3482	3619191	3623427	1	rhs element protein RhsB
yhhH	b3483	3623398	3623782	1	PF15631 family protein YhhH
yhhI	b3484	3624377	3625514	1	putative transposase
yhhJ	b3485	3625678	3626803	-1	ABC transporter family protein YhhJ
rbbA	b3486	3626802	3629538	-1	ribosome-associated ATPase
yhiI	b3487	3629534	3630602	-1	putative membrane fusion protein YhiI
yhiY	b4790	3630664	3630778	-1	protein YhiY
yhiJ	b3488	3630967	3632590	-1	DUF4049 domain-containing protein YhiJ
yhiM	b3491	3634840	3635893	1	inner membrane protein YhiM
yhiN	b3492	3636207	3637410	-1	putative oxidoreductase YhiN
pitA	b3493	3637641	3639141	1	metal phosphate:H(+) symporter PitA
uspB	b3494	3639384	3639720	-1	universal stress protein B
uspA	b3495	3640110	3640545	1	universal stress protein A
yriA	b4791	3640611	3640686	-1	protein YriA
yriB	b4792	3640642	3640696	-1	protein YriB
dtpB	b3496	3640861	3642331	1	dipeptide/tripeptide:H(+) symporter DtpB
rsmJ	b3497	3642379	3643132	-1	16S rRNA m(2)G1516 methyltransferase
prlC	b3498	3643139	3645182	-1	oligopeptidase A
rlmJ	b3499	3645384	3646227	1	23S rRNA m(6)A2030 methyltransferase
gor	b3500	3646298	3647651	1	glutathione reductase (NADPH)
dinQ	b4613	3647704	3647788	-1	membrane toxin DinQ
arsR	b3501	3648527	3648881	1	DNA-binding transcriptional repressor ArsR
arsB	b3502	3648934	3650224	1	arsenite/antimonite:H(+) antiporter
arsC	b3503	3650236	3650662	1	arsenate reductase
yhiS	b3504	3651290	3653713	1	putative uncharacterized protein YhiS
insH11	b3505	3652181	3653162	-1	IS5 transposase and trans-activator
slp	b3506	3653960	3654527	1	starvation lipoprotein
dctR	b3507	3654682	3655213	1	putative DNA-binding transcriptional regulator DctR
yhiD	b3508	3655254	3655902	-1	inner membrane protein YhiD
hdeB	b3509	3655965	3656292	-1	periplasmic acid stress chaperone HdeB
hdeA	b3510	3656407	3656740	-1	periplasmic acid stress chaperone HdeA
hdeD	b3511	3656994	3657567	1	acid-resistance membrane protein
gadE	b3512	3658365	3658893	1	DNA-binding transcriptional activator GadE
mdtE	b3513	3659231	3660389	1	multidrug efflux pump membrane fusion protein MdtE
mdtF	b3514	3660413	3663527	1	multidrug efflux pump RND permease MdtF
gadW	b3515	3663889	3664618	-1	DNA-binding transcriptional dual regulator GadW
gadX	b3516	3664985	3665810	-1	DNA-binding transcriptional dual regulator GadX
gadA	b3517	3666179	3667580	-1	glutamate decarboxylase A
ccp	b3518	3667790	3669188	-1	cytochrome c peroxidase
treF	b3519	3669591	3671241	1	cytoplasmic trehalase
yhjB	b3520	3671291	3671894	-1	putative DNA-binding transcriptional regulator YhjB
rcdB	b3521	3672413	3673313	1	putative DNA-binding transcriptional regulator YhjC
yhjD	b3522	3673361	3674375	1	putative transporter YhjD
yhjE	b3523	3674785	3676108	1	putative transporter YhjE
yhjG	b3524	3676289	3678350	-1	AsmA family protein YhjG
pdeH	b3525	3678419	3679187	-1	cyclic di-GMP phosphodiesterase PdeH
kdgK	b3526	3679418	3680348	1	2-dehydro-3-deoxygluconokinase
yhjJ	b3527	3680443	3681940	-1	peptidase M16 family protein YhjJ
dctA	b3528	3682160	3683447	-1	C4 dicarboxylate/orotate:H(+) symporter
pdeK	b3529	3683629	3685618	-1	c-di-GMP phosphodiesterase PdeK
bcsC	b3530	3685699	3689173	-1	cellulose synthase outer membrane channel
bcsZ	b3531	3689154	3690261	-1	endo-1,4-D-glucanase
bcsB	b3532	3690267	3692607	-1	cellulose synthase periplasmic subunit
bcsA	b3533	3692617	3695236	-1	cellulose synthase catalytic subunit
yhjR	b3535	3695996	3696185	-1	PF10945 family protein YhjR
bcsE	b3536	3696457	3698029	1	c-di-GMP-binding protein BcsE
bcsF	b3537	3698025	3698217	1	putative cellulose biosynthesis protein BcsF
bcsG	b3538	3698213	3699893	1	cellulose phosphoethanolamine transferase
ldrD	b4453	3699979	3700087	-1	small toxic polypeptide LdrD
yhjV	b3539	3700562	3701834	1	putative transporter YhjV
dppF	b3540	3701863	3702868	-1	dipeptide ABC transporter ATP binding subunit DppF
dppD	b3541	3702864	3703848	-1	dipeptide ABC transporter ATP binding subunit DppD
dppC	b3542	3703858	3704761	-1	dipeptide ABC transporter membrane subunit DppC
dppB	b3543	3704770	3705790	-1	dipeptide ABC transporter membrane subunit DppB
dppA	b3544	3706097	3707705	-1	dipeptide ABC transporter periplasmic binding protein
eptB	b3546	3708783	3710475	-1	phosphoethanolamine transferase EptB
yhjX	b3547	3710798	3712007	-1	putative transporter YhjX
yhjY	b3548	3712235	3712934	-1	putative outer membrane protein YhjY
tag	b3549	3713091	3713655	1	3-methyl-adenine DNA glycosylase I, constitutive
yiaC	b3550	3713651	3714092	1	peptidyl-lysine N-acetyltransferase YiaC
bisC	b3551	3714060	3716394	-1	biotin sulfoxide reductase
yiaD	b3552	3716546	3717206	1	PF13488 family lipoprotein YiaD
ghrB	b3553	3717309	3718284	1	glyoxylate reductase
yiaF	b3554	3718333	3719044	-1	DUF3053 domain-containing protein YiaF
yiaG	b3555	3719477	3719768	1	putative DNA-binding transcriptional regulator YiaG
cspA	b3556	3720048	3720261	1	cold shock protein CspA
ysaE	b4793	3720399	3720471	1	protein YsaE
hokA	b4455	3720447	3720600	-1	small toxic polypeptide
insJ	b3557	3720679	3721201	1	insertion element IS150 protein InsA
insK	b3558	3721197	3722049	1	IS150 conserved protein InsB
glyS	b3559	3722327	3724397	-1	glycine--tRNA ligase
glyQ	b3560	3724406	3725318	-1	glycine--tRNA ligase subunit alpha
ysaB	b4553	3725412	3725712	-1	putative lipoprotein YsaB
wecH	b3561	3725886	3726882	1	O-acetyltransferase WecH
yiaA	b3562	3726923	3727361	-1	PF05360 family inner membrane protein YiaA
yiaB	b3563	3727406	3727748	-1	PF05360 family inner membrane protein YiaB
xylB	b3564	3727916	3729371	-1	xylulokinase
xylA	b3565	3729442	3730765	-1	xylose isomerase
xylF	b3566	3731130	3732123	1	xylose ABC transporter periplasmic binding protein
xylG	b3567	3732200	3733742	1	xylose ABC transporter ATP binding subunit
xylH	b3568	3733719	3734901	1	xylose ABC transporter membrane subunit
xylR	b3569	3734978	3736157	1	DNA-binding transcriptional dual regulator XylR
bax	b3570	3736352	3737177	-1	putative glycoside hydrolase Bax
baxL	b4794	3737176	3737203	-1	putative translational regulatory protein BaxL
malS	b3571	3737496	3739527	1	alpha-amylase
avtA	b3572	3739704	3740958	1	valine--pyruvate aminotransferase
ysaA	b3573	3741108	3741582	-1	putative electron transport protein YsaA
plaR	b3574	3741683	3742532	-1	DNA-binding transcriptional repressor PlaR
yiaK	b3575	3742732	3743731	1	2,3-diketo-L-gulonate reductase
yiaL	b3576	3743742	3744210	1	DUF386 domain-containing protein YiaL
yiaM	b3577	3744327	3744801	1	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
yiaN	b3578	3744803	3746081	1	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
yiaO	b3579	3746093	3747080	1	2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein
lyxK	b3580	3747083	3748580	1	L-xylulose kinase
sgbH	b3581	3748576	3749239	1	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
sgbU	b3582	3749231	3750092	1	putative L-xylulose 5-phosphate 3-epimerase
sgbE	b3583	3750085	3750781	1	L-ribulose-5-phosphate 4-epimerase SgbE
yiaT	b3584	3751127	3751868	-1	outer membrane protein YiaT
yiaU	b3585	3751991	3752966	1	DNA-binding transcriptional activator YiaU
yiaV	b3586	3752962	3754099	-1	putative membrane fusion protein YiaV
yiaW	b3587	3754104	3754428	-1	DUF3302 domain-containing protein YiaW
aldB	b3588	3754972	3756511	-1	aldehyde dehydrogenase B
yiaY	b3589	3756675	3757827	-1	L-threonine dehydrogenase
selB	b3590	3758016	3759861	-1	selenocysteyl-tRNA-specific translation elongation factor
selA	b3591	3759857	3761249	-1	selenocysteine synthase
yibF	b3592	3761346	3761955	-1	glutathione transferase-like protein YibF
rhsA	b3593	3762182	3766316	1	rhs element protein RhsA
yibA	b3594	3766336	3767179	1	putative lyase containing HEAT-repeat
yibG	b3596	3768176	3768638	1	tetratricopeptide-like domain-containing protein YibG
yibV	b4615	3769344	3769680	1	PF15596 family protein YibV
yibH	b3597	3770242	3771379	-1	inner membrane protein YibH
yibI	b3598	3771381	3771744	-1	DUF3302 domain-containing protein YibI
mtlA	b3599	3772280	3774194	1	mannitol-specific PTS enzyme IICBA component
mtlD	b3600	3774423	3775572	1	mannitol-1-phosphate 5-dehydrogenase
mtlR	b3601	3775571	3776159	1	transcriptional repressor MtlR
yibT	b4554	3776170	3776380	-1	protein YibT
yibL	b3602	3776664	3777027	1	DUF2810 domain-containing protein YibL
lldP	b3603	3777398	3779054	1	lactate/glycolate:H(+) symporter LldP
lldR	b3604	3779053	3779830	1	DNA-binding transcriptional dual regulator LldR
lldD	b3605	3779826	3781017	1	L-lactate dehydrogenase
trmL	b3606	3781214	3781688	1	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
cysE	b3607	3781740	3782562	-1	serine acetyltransferase
gpsA	b3608	3782641	3783661	-1	glycerol-3-phosphate dehydrogenase
secB	b3609	3783660	3784128	-1	protein export chaperone SecB
grxC	b3610	3784190	3784442	-1	reduced glutaredoxin 3
yibN	b3611	3784583	3785015	-1	putative sulfurtransferase YibN
gpmM	b3612	3785259	3786804	1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
envC	b3613	3786837	3788097	1	murein hydrolase activator EnvC
yibQ	b3614	3788100	3789060	1	divergent polysaccharide deacetylase domain-containing protein YibQ
waaH	b3615	3789046	3790081	-1	UDP-glucuronate:LPS(HepIII) glycosyltransferase
tdh	b3616	3790319	3791345	-1	threonine dehydrogenase
kbl	b3617	3791354	3792551	-1	2-amino-3-ketobutyrate CoA ligase
htrL	b3618	3792825	3793683	-1	protein HtrL
rfaD	b3619	3793986	3794919	1	ADP-L-glycero-D-mannoheptose 6-epimerase
waaF	b3620	3794928	3795975	1	ADP-heptose--LPS heptosyltransferase 2
waaC	b3621	3795978	3796938	1	ADP-heptose:LPS heptosyltransferase 1
waaL	b3622	3796947	3798207	1	O-antigen ligase
yibX	b4795	3797771	3798014	-1	protein YibX
yibX	b4795	3797771	3797846	-1	protein YibX-S
yibY	b4796	3798038	3798149	-1	protein YibY
waaU	b3623	3798238	3799312	-1	putative ADP-heptose:LPS heptosyltransferase 4
waaZ	b3624	3799344	3800196	-1	lipopolysaccharide core biosynthesis protein WaaZ
waaY	b3625	3800266	3800965	-1	lipopolysaccharide core heptose (II) kinase
waaJ	b3626	3800982	3801999	-1	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase
waaO	b3627	3802038	3803058	-1	UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase
waaB	b3628	3803057	3804137	-1	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase
waaS	b3629	3804180	3805116	-1	lipopolysaccharide core biosynthesis protein WaaS
waaP	b3630	3805152	3805950	-1	lipopolysaccharide core heptose (I) kinase
waaG	b3631	3805942	3807067	-1	lipopolysaccharide glucosyltransferase I
waaQ	b3632	3807063	3808098	-1	lipopolysaccharide core heptosyltransferase 3
waaA	b3633	3808539	3809817	1	KDO transferase
coaD	b3634	3809824	3810304	1	pantetheine-phosphate adenylyltransferase
mutM	b3635	3810342	3811152	-1	DNA-formamidopyrimidine glycosylase
rpmG	b3636	3811249	3811417	-1	50S ribosomal subunit protein L33
rpmB	b3637	3811437	3811674	-1	50S ribosomal subunit protein L28
yicR	b3638	3811890	3812559	-1	RadC-like JAB domain-containing protein YicR
dfp	b3639	3812730	3813951	1	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
dut	b3640	3813928	3814387	1	dUTP diphosphatase
slmA	b3641	3814493	3815090	1	nucleoid occlusion factor SlmA
pyrE	b3642	3815126	3815768	-1	orotate phosphoribosyltransferase
rph	b3643	3815862	3816549	-1	truncated RNase PH
yicC	b3644	3816675	3817539	1	putative RNase adaptor protein YicC
dinD	b3645	3817759	3818584	1	DNA damage-inducible protein D
yicG	b3646	3818873	3819491	1	PF03458 family inner membrane protein YicG
ligB	b3647	3819487	3821170	-1	DNA ligase B
gmk	b3648	3821427	3822051	1	guanylate kinase
rpoZ	b3649	3822105	3822381	1	RNA polymerase subunit omega
spoT	b3650	3822399	3824508	1	bifunctional (p)ppGpp synthase/hydrolase SpoT
trmH	b3651	3824514	3825204	1	tRNA (Gm18) 2'-O-methyltransferase
recG	b3652	3825209	3827291	1	ATP-dependent DNA helicase RecG
gltS	b3653	3827459	3828665	-1	glutamate:sodium symporter
xanP	b3654	3828944	3830336	1	xanthine:H(+) symporter XanP
yicH	b3655	3830456	3832166	1	AsmA family protein YicH
yicI	b3656	3832218	3834537	-1	alpha-D-xyloside xylohydrolase
yicJ	b3657	3834546	3835929	-1	putative xyloside transporter YicJ
setC	b3659	3836952	3838137	1	putative exporter SetC
yicL	b3660	3838247	3839171	1	putative transporter YicL
yicU	b4797	3838641	3838701	-1	protein YicU
nlpA	b3661	3839174	3839993	-1	lipoprotein-28
yicS	b4555	3840214	3840508	1	uncharacterized protein YicS
nepI	b3662	3840548	3841739	-1	purine ribonucleoside exporter
yicN	b3663	3841949	3842402	-1	DUF1198 domain-containing protein YicN
adeQ	b3664	3842454	3843789	-1	adenine transporter
adeD	b3665	3843963	3845730	1	adenine deaminase
uhpT	b3666	3845775	3847167	-1	hexose-6-phosphate:phosphate antiporter
uhpC	b3667	3847304	3848624	-1	inner membrane protein sensing glucose-6-phosphate
uhpB	b3668	3848633	3850136	-1	sensor histidine kinase UhpB
uhpA	b3669	3850135	3850726	-1	DNA-binding transcriptional activator UhpA
ilvN	b3670	3850801	3851092	-1	acetohydroxy acid synthase I subunit IlvN
ilvB	b3671	3851095	3852784	-1	acetohydroxy acid synthase I subunit IlvB
ivbL	b3672	3852889	3852988	-1	ilvBN operon leader peptide
tisB	b4618	3853552	3853642	1	membrane-depolarizing toxin TisB
ysdE	b4798	3853765	3853840	-1	protein YsdE
emrD	b3673	3853921	3855106	1	multidrug efflux pump EmrD
yidF	b3674	3855113	3855611	-1	uncharacterized protein YidF
yidG	b3675	3855607	3855970	-1	inner membrane protein YidG
yidH	b3676	3855959	3856307	-1	DUF202 domain-containing inner membrane protein YidH
yidI	b3677	3856414	3856864	1	putative inner membrane protein YidI
yidJ	b3678	3856910	3858404	-1	putative sulfatase/phosphatase YidJ
yidK	b3679	3858400	3860116	-1	putative transporter YidK
yidL	b3680	3860282	3861176	1	putative DNA-binding transcriptional regulator YidL
glvB	b3682	3861986	3862472	-1	putative PTS enzyme II component GlvB
glvC	b3683	3862496	3863603	-1	putative PTS enzyme II component GlvC
yidP	b3684	3863898	3864615	1	putative DNA-binding transcriptional regulator YidP
yidE	b3685	3864611	3866273	-1	putative transport protein YidE
ibpB	b3686	3866468	3866897	-1	small heat shock protein IbpB
ibpA	b3687	3867008	3867422	-1	small heat shock protein IbpA
yidQ	b3688	3867727	3868060	1	DUF1375 domain-containing putative lipoprotein YidQ
yidR	b3689	3868061	3869309	-1	DUF3748 domain-containing galacturonate catabolism protein YidR
cbrA	b3690	3869376	3870441	1	colicin M resistance protein
dgoT	b3691	3870437	3871730	-1	D-galactonate:H(+) symporter
dgoD	b4478	3871849	3872998	-1	D-galactonate dehydratase
dgoA	b4477	3872994	3873612	-1	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
dgoK	b3693	3873595	3874474	-1	2-dehydro-3-deoxygalactonokinase
dgoR	b4479	3874470	3875160	-1	DNA-binding transcriptional regulator DgoR
yidX	b3696	3875437	3876094	1	putative lipoprotein YidX
yidA	b3697	3876139	3876952	-1	sugar phosphatase YidA
yidB	b3698	3877066	3877465	-1	DUF937 domain-containing protein YidB
gyrB	b3699	3877704	3880119	-1	DNA gyrase subunit B
recF	b3700	3880147	3881221	-1	recombination mediator protein RecF
dnaN	b3701	3881220	3882321	-1	beta sliding clamp
dnaA	b3702	3882325	3883729	-1	chromosomal replication initiator protein DnaA
ysdD	b4757	3884025	3884106	1	protein YsdD
rpmH	b3703	3884335	3884476	1	50S ribosomal subunit protein L34
rnpA	b3704	3884492	3884852	1	RNase P protein component
yidD	b4557	3884815	3885073	1	membrane protein insertion efficiency factor
yidC	b3705	3885075	3886722	1	membrane protein insertase YidC
mnmE	b3706	3886827	3888192	1	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
tnaC	b3707	3888434	3888509	1	tnaAB operon leader peptide
tnaA	b3708	3888729	3890145	1	tryptophanase
tnaB	b3709	3890235	3891483	1	tryptophan:H(+) symporter TnaB
mdtL	b3710	3891614	3892790	1	efflux pump MdtL
yidZ	b3711	3892764	3893724	1	DNA-binding transcriptional dual regulator YidZ
yieE	b3712	3893880	3894630	1	putative phosphopantetheinyl transferase
yieF	b3713	3894651	3895218	1	quinone reductase
adeP	b3714	3895271	3896609	-1	adenine:H(+) symporter
yieH	b3715	3896773	3897439	1	6-phosphogluconate phosphatase
cbrB	b3716	3897505	3897973	1	putative inner membrane protein
cbrC	b3717	3898021	3898609	1	PF03691 family colicin E2 tolerance protein CbrC
yieK	b3718	3898670	3899393	-1	putative glucosamine-6-phosphate deaminase YieK
yieL	b3719	3899407	3900577	-1	putative hydrolase YieL
bglH	b3720	3900603	3902220	-1	cryptic carbohydrate-specific outer membrane porin
bglB	b3721	3902288	3903701	-1	cryptic 6-phospho-beta-glucosidase B
bglF	b3722	3903719	3905597	-1	cryptic beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase
bglG	b3723	3905730	3906567	-1	transcriptional antiterminator BglG
phoU	b3724	3906852	3907578	-1	negative regulator of the pho regulon
pstB	b3725	3907592	3908366	-1	phosphate ABC transporter ATP binding subunit
pstA	b3726	3908548	3909439	-1	phosphate ABC transporter membrane subunit PstA
pstC	b3727	3909438	3910398	-1	phosphate ABC transporter membrane subunit PstC
pstS	b3728	3910484	3911525	-1	phosphate ABC transporter periplasmic binding protein
glmS	b3729	3911838	3913668	-1	L-glutamine--D-fructose-6-phosphate aminotransferase
glmU	b3730	3913829	3915200	-1	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
atpC	b3731	3915552	3915972	-1	ATP synthase F1 complex subunit epsilon
atpD	b3732	3915992	3917375	-1	ATP synthase F1 complex subunit beta
atpG	b3733	3917401	3918265	-1	ATP synthase F1 complex subunit gamma
atpA	b3734	3918315	3919857	-1	ATP synthase F1 complex subunit alpha
atpH	b3735	3919869	3920403	-1	ATP synthase F1 complex subunit delta
atpF	b3736	3920417	3920888	-1	ATP synthase Fo complex subunit b
atpE	b3737	3920949	3921189	-1	ATP synthase Fo complex subunit c
atpB	b3738	3921235	3922051	-1	ATP synthase Fo complex subunit a
atpI	b3739	3922059	3922440	-1	ATP synthase accessory factor AtpI
rsmG	b3740	3923056	3923680	-1	16S rRNA m(7)G527 methyltransferase
mnmG	b3741	3923743	3925633	-1	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
mioC	b3742	3926011	3926455	-1	flavoprotein MioC
asnC	b3743	3926544	3927003	-1	DNA-binding transcriptional dual regulator AsnC
asnA	b3744	3927154	3928147	1	asparagine synthetase A
viaA	b3745	3928151	3929603	-1	protein ViaA
ravA	b3746	3929596	3931093	-1	regulatory ATPase RavA
kup	b3747	3931315	3933184	1	K(+):H(+) symporter Kup
rbsD	b3748	3933350	3933770	1	D-ribose pyranase
rbsA	b3749	3933777	3935283	1	ribose ABC transporter ATP binding subunit
rbsC	b3750	3935287	3936253	1	ribose ABC transporter membrane subunit
rbsB	b3751	3936277	3937168	1	ribose ABC transporter periplasmic binding protein
rbsK	b3752	3937293	3938223	1	ribokinase
rbsR	b3753	3938226	3939219	1	DNA-binding transcriptional dual regulator RbsR
hsrA	b3754	3939184	3940612	-1	putative transporter HsrA
yieP	b3755	3940634	3941327	-1	DNA-binding transcriptional dual regulator YieP
hdfR	b4480	3947127	3947967	-1	DNA-binding transcriptional dual regulator HdfR
maoP	b3764	3948085	3948424	1	macrodomain Ori protein
yifB	b3765	3948448	3949969	-1	putative magnesium chelatase YifB
ilvL	b3766	3950321	3950420	1	ilvXGMEDA operon leader peptide
ilvX	b4669	3950506	3950557	1	uncharacterized protein IlvX
ilvM	b3769	3952200	3952464	1	acetolactate synthase II subunit IlvM
ilvE	b3770	3952483	3953413	1	branched-chain-amino-acid aminotransferase
ilvD	b3771	3953477	3955328	1	dihydroxy-acid dehydratase
ilvA	b3772	3955330	3956875	1	threonine deaminase
ilvY	b3773	3956926	3957820	-1	DNA-binding transcriptional dual regulator IlvY
ilvC	b3774	3957969	3959445	1	ketol-acid reductoisomerase (NADP(+))
ppiC	b3775	3959531	3959813	-1	peptidyl-prolyl cis-trans isomerase C
rep	b3778	3960676	3962698	1	ATP-dependent DNA helicase Rep
gpp	b3779	3962744	3964229	-1	guanosine-5'-triphosphate,3'-diphosphate phosphatase
rhlB	b3780	3964364	3965630	-1	ATP-dependent RNA helicase RhlB
trxA	b3781	3965760	3966090	1	thioredoxin 1
rhoL	b3782	3966230	3966332	1	rho operon leader peptide
rho	b3783	3966416	3967676	1	transcription termination factor Rho
wecA	b3784	3967915	3969019	1	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
wzzE	b3785	3969030	3970077	1	enterobacterial common antigen polysaccharide co-polymerase
wecB	b3786	3970132	3971263	1	UDP-N-acetylglucosamine 2-epimerase
wecC	b3787	3971259	3972522	1	UDP-N-acetyl-D-mannosamine dehydrogenase
rffG	b3788	3972521	3973589	1	dTDP-glucose 4,6-dehydratase 2
rffH	b3789	3973607	3974489	1	glucose-1-phosphate thymidylyltransferase 2
rffC	b3790	3974466	3975141	1	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
wecE	b3791	3975145	3976276	1	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
wzxE	b3792	3976277	3977528	1	lipid IIIECA flippase
wecF	b4481	3977524	3978604	1	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
wzyE	b3793	3978600	3979953	1	enterobacterial common antigen polymerase
rffM	b3794	3979955	3980696	1	UDP-N-acetyl-D-mannosaminuronic acid transferase
thrP	b3795	3980886	3982272	1	threonine/serine:H(+) symporter ThrP
aslB	b3800	3982957	3984193	1	putative anaerobic sulfatase maturation enzyme AslB
aslA	b3801	3984351	3986007	-1	putative sulfatase AslA
hemY	b3802	3986685	3987882	-1	protein HemY
hemX	b3803	3987884	3989066	-1	PF04375 family protein HemX
hemD	b3804	3989087	3989828	-1	uroporphyrinogen-III synthase
hemC	b3805	3989824	3990766	-1	hydroxymethylbilane synthase
cyaA	b3806	3991152	3993699	1	adenylate cyclase
cyaY	b3807	3993738	3994059	-1	frataxin CyaY
yzcX	b3808	3993849	3994335	1	protein YzcX
lptM	b4558	3994521	3994725	1	LptD oxidative maturation-associated lipoprotein
dapF	b3809	3994761	3995586	1	diaminopimelate epimerase
yigA	b3810	3995582	3996290	1	DUF484 domain-containing protein YigA
xerC	b3811	3996286	3997183	1	site-specific tyrosine recombinase
yigB	b3812	3997182	3997899	1	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
uvrD	b3813	3997982	4000145	1	DNA helicase II
yigE	b4482	4000291	4001056	-1	DUF2233 domain-containing protein YigE
ysgD	b4799	4001217	4001274	1	protein YsgD
corA	b3816	4001425	4002376	1	Ni(2(+))/Co(2(+))/Mg(2(+)) transporter
yigF	b3817	4002418	4002799	-1	DUF2628 domain-containing protein YigF
yigG	b3818	4002812	4003193	-1	inner membrane protein YigG
rarD	b3819	4003287	4004178	-1	putative transporter RarD
yigI	b3820	4004229	4004697	-1	acyl-CoA thioesterase YigI
pldA	b3821	4004861	4005731	1	outer membrane phospholipase A
recQ	b3822	4005863	4007693	1	ATP-dependent DNA helicase RecQ
rhtC	b3823	4007756	4008377	1	L-threonine exporter
rhtB	b3824	4008438	4009059	-1	L-homoserine/L-homoserine lactone/L-threonine exporter
pldB	b3825	4009169	4010192	1	lysophospholipase L2
yigL	b3826	4010199	4011000	1	phosphosugar phosphatase YigL
bioP	b3827	4011075	4011975	1	biotin transporter
metR	b3828	4011862	4012816	-1	DNA-binding transcriptional dual regulator MetR
metE	b3829	4013052	4015314	1	cobalamin-independent homocysteine transmethylase
ysgA	b3830	4015353	4016169	-1	putative dienelactone hydrolase
udp	b3831	4016430	4017192	1	uridine phosphorylase
rmuC	b3832	4017332	4018760	1	putative recombination limiting protein RmuC
ubiE	b3833	4018854	4019610	1	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
ubiJ	b3834	4019623	4020229	1	ubiquinone biosynthesis accessory factor UbiJ
ubiB	b3835	4020225	4021866	1	ubiquinone biosynthesis protein UbiB
tatA	b3836	4021944	4022214	1	twin arginine protein translocation system - TatA protein
tatB	b3838	4022217	4022733	1	twin arginine protein translocation system - TatB protein
tatC	b3839	4022735	4023512	1	twin arginine protein translocation system - TatC protein
tatD	b4483	4023553	4024336	1	3' -> 5' ssDNA/RNA exonuclease TatD
rfaH	b3842	4024332	4024821	-1	transcription antiterminator RfaH
ubiD	b3843	4024987	4026481	1	3-octaprenyl-4-hydroxybenzoate decarboxylase
fre	b3844	4026526	4027228	1	NAD(P)H-flavin reductase
fadA	b3845	4027608	4028772	-1	3-ketoacyl-CoA thiolase
fadB	b3846	4028781	4030971	-1	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase
pepQ	b3847	4031160	4032492	1	Xaa-Pro dipeptidase
yigZ	b3848	4032491	4033106	1	IMPACT family member YigZ
trkH	b3849	4033144	4034596	1	K(+) transporter TrkH
